Ex_MeV,component
10.850543354341195,G10
7.491960916470568,G5
5.4090812574649885,G3
8.199844037599732,G7
6.318846911797609,G5
9.948874412232817,G10
6.078927698827972,G5
5.011257707091636,G3
7.619135279390216,G6
5.678554513497774,G4
4.505051707717129,G4
8.97287030748871,G9
9.694776371997943,G9
9.01219372306915,G8
7.339771590301523,G6
9.96775060049991,G9
8.495455559290104,G7
10.381887335281936,G10
8.300117956554518,G7
5.68720599135944,G4
10.781865058005163,G9
10.422209471855492,G9
10.487856039264145,G9
4.4333375517980915,G2
6.285894255672231,G5
8.57807597007665,G7
7.734388584131736,G5
7.195364744404559,G5
6.812078460676429,G5
9.870184341889003,G11
7.406856798812652,G5
2.7827578821547525,G1
10.642797384168635,G10
7.545698653905945,G6
9.51323178831581,G7
11.082251598044586,G10
10.018642072556169,G9
8.365662855377668,G7
11.169753355660712,G11
9.779183788013484,G9
11.741583682296802,G11
11.017555414102093,G10
7.826524193969172,G7
7.988713362789406,G7
6.88725560809075,G6
7.192961311805675,G5
10.459617398422083,G10
9.696485407314835,G8
9.623716963124847,G9
9.245018789461511,G8
8.909311004906943,G6
11.204384691946396,G11
10.762235494731655,G9
5.801177636443609,G4
8.775774373953281,G7
9.838836962748202,G8
5.742424435386182,G5
4.2173416981139535,G3
5.195727338775596,G3
7.625715415875399,G5
8.560726499310205,G7
7.235412347565057,G6
8.481587865219785,G7
10.532197257854907,G8
8.254230171752845,G6
6.936539016448169,G5
8.27576170146871,G6
7.742562402150114,G6
10.530602578545713,G10
10.385448645996131,G8
9.106444709609393,G7
8.421836795688609,G6
6.9190708024807615,G5
9.295613027312669,G8
8.75071003629339,G7
6.0534262044963905,BKG
10.387188239997604,G11
7.679905122701615,G7
11.646120596893272,G12
3.8992479510245595,G2
5.910344572283567,G3
10.005110635492114,G9
10.988645260108358,G11
12.438348698101827,G11
10.799333063698931,G10
9.57354907103186,G8
3.8137289277369604,G1
6.182572902329298,G4
6.150605393466115,G4
3.4145187961037227,G1
7.324395068566287,G5
6.371985787194679,G5
3.3535805698944086,G1
7.225980694867358,G6
7.128664897116579,G6
5.432238955348516,G4
9.906297125148605,G9
7.367133460208146,G6
5.040523041420046,G2
7.994471145993287,G7
8.36431318862225,G6
3.104919654254267,G1
7.980061716174209,G7
7.689472701772558,G7
7.666882629096962,G6
2.4693360798521757,G1
10.275222536746824,G9
9.193436968544683,G8
9.32926570829267,G8
8.48814158599406,G7
6.09047521600685,G4
11.286002999093462,G12
9.374666084799351,G8
6.38463931367567,G5
4.11242672834666,G3
9.319553103043575,G9
10.516469229067539,G10
11.025254342554568,G10
4.862841180719373,G3
5.530008010814607,G4
10.62576442232077,G10
1.807601046176518,BKG
11.946277918399694,G11
6.66543441614847,G5
10.525004841742657,G9
5.4341314219345955,G3
7.399790855305732,G6
3.879146056997751,G2
12.217347073132277,G11
11.025432892421781,G12
10.667320906851828,G11
4.402995330553476,G2
8.074723104263464,G7
9.82386192766826,G10
11.388512628787362,G10
3.355508220394051,G2
6.522331363519713,G5
7.707869723252988,G7
4.532432654220611,G4
10.840842060310424,G10
10.505030503815966,G11
9.880533120528902,G8
7.028949309861111,G5
11.43803544932446,G10
9.18024369616136,G9
9.872549177722384,G8
11.571880279095529,G11
10.858716182526424,G9
8.58615994673347,G7
12.134805652087891,G12
7.6150091120241346,G6
11.743837674621785,G12
8.300281452055692,G7
10.823784899609684,G10
8.090527284822318,G7
10.983246999912527,G10
4.869744520354153,G4
8.2179187464258,G7
6.150591116388711,G5
9.425774385447482,G9
2.6799856220085765,G1
9.494576361355879,G9
11.464489884738345,G10
9.074520507833782,G10
11.70881205053663,G11
9.55516944724036,G9
5.605256113285557,G4
10.300976117533684,G8
9.471346295570882,G7
3.361926414567464,G1
10.319330184518817,G9
4.32990805139384,G3
8.511965660676722,G7
7.761691852515448,G7
5.0655116531179125,G2
8.05301055549638,G6
7.7674398965158336,G6
3.139002249606129,G1
10.109950928673921,G8
9.478217458570995,G9
10.309420212670423,G10
8.832890828081155,G7
4.816784880029909,G3
9.361416805356246,G8
8.549010763739549,G7
12.074832194463966,G12
10.62866145285518,G9
10.10898474359056,G9
3.3306896722154273,G1
6.120291867296527,G4
7.6889496333013785,G6
9.012786393300317,G7
9.208860757872063,G7
10.303414123270983,G9
11.257281592770218,G11
10.361822780363797,G10
7.899029760820862,G6
9.95676023784418,G9
5.896078082037688,G4
10.798670180811838,G10
9.858885212885719,G8
8.1770166209828,G6
9.170984675212212,G9
4.987932540612666,G2
6.249985346817446,G5
9.332221845685908,G9
8.272161570490345,G7
9.826168913865256,G9
4.110424117771666,G2
5.277030329858627,G3
9.161851354523977,G9
7.608545048929347,G5
5.157932891407698,G3
7.430596259575738,G6
10.411601694135278,G10
10.812448439467108,G10
8.04541777982475,G6
10.819062870485395,G9
10.51014671090914,G9
8.854856241620862,G7
11.380598593572484,G10
10.13732690119022,G8
5.1050484103766,G2
8.565012078828738,G6
11.744786261581465,G12
8.040494810279895,G6
10.102946826748793,G9
5.948510291372763,G4
9.438137424045685,G8
8.78495829925473,G7
10.289452287709551,G9
8.84316096693837,G7
3.2887884374946244,G1
9.703178812690915,G9
11.371764805346597,G11
8.38234723174059,G6
8.458365277082821,G8
11.435621303635617,G10
6.432925852738732,G5
5.430141758406458,G4
9.913645597700285,G7
6.522748933816276,G5
7.036955492382878,G6
11.78007225453582,G11
9.134433536062552,G8
5.52259047299391,G4
6.433336822150265,G4
9.733473803905692,G8
10.87397013596716,G11
8.13027986854014,G7
9.669080145754545,G8
7.808913910912043,G6
11.811926322836511,G10
8.494804000234481,G7
8.03585797837101,G7
4.815520040246064,G3
11.679981822748404,G9
7.8342265734130425,G6
5.790754480148458,G3
7.696894483786784,G6
8.308178839779224,G7
9.027536141229461,G8
8.43199824047298,G8
12.075039338677444,G12
10.374896986338067,G10
6.872469713515458,G5
3.106270864898188,G1
3.9751620758240667,G1
9.123803499309071,G8
11.886024213803434,G11
8.55486558207399,G6
8.207202387114144,G6
6.526978031039562,G5
9.81329253614618,G8
5.412813410569849,G4
9.715344521057416,G8
11.513405224104583,G10
9.515733541289228,G9
11.87318358661532,G10
9.888505857860743,G7
9.478542119414291,G8
4.047743255881153,G2
5.8567680061457015,G4
5.363895599128769,G3
4.685650180796415,G3
8.978621473629946,G7
7.633884807525932,G6
8.7665346398237,G9
9.699330275737921,G8
4.445467721830699,G3
12.97026373717044,G11
6.815206418279566,G5
6.141960736528302,G5
10.486936879160561,G8
8.843351235048607,G7
4.65429727843755,G3
7.929726079380453,G6
8.730932457617104,G7
9.904734229029735,G8
5.593325229007079,G4
8.838860529306217,G7
6.133830903099697,G5
4.265550218816794,G3
9.078459577797146,G7
8.845363454266128,G8
11.417684505286351,G10
11.197648048802312,G11
9.36831423598862,G9
10.21812255903853,G9
10.45846854295232,G9
9.897587521431989,G10
10.297876741649002,G9
8.781552470677871,G7
8.384244443943698,G7
7.410793766043771,G5
7.8017139519124346,G5
7.110078629672272,G5
10.956192602773607,G9
9.738144202896095,G9
2.5890219311487916,G1
6.5524198609317805,BKG
10.320429164730532,G9
4.878294699352205,G3
3.9044245759425675,G2
12.4868589936069,G12
8.450863750736458,G7
4.56337363840905,G3
11.592775410509887,G12
9.569050093946947,G8
10.031081148925582,G9
9.390426350342162,G8
8.064528842449953,G7
8.03423621364069,G6
10.800328530634564,G10
7.868358612369349,G5
9.734046151346531,G8
9.536291150406528,G7
11.12119605177099,G11
10.359579768813257,G10
3.3244178262855506,G2
4.27959490795911,G2
6.75371366498698,G4
9.27036119862205,G8
5.7335156528476965,G4
8.973719512117556,G8
8.711033534967466,G7
8.713794852300751,G8
12.224121452583821,G12
11.03489945858635,G10
6.921329095808897,G7
7.312334581561817,G6
11.710294060224754,G11
9.114618914337301,G7
11.436175639148093,G11
7.358588672920445,G7
9.767084045159907,G8
9.696981837352583,G9
10.206062822784114,G9
3.523734410407557,G1
5.8997060283368095,G5
9.872576186243139,G9
8.52575448341555,G6
12.193255785172703,G10
10.178604179866323,G10
4.864566036777492,G3
9.975400432932677,G9
7.610936813088387,G6
4.551432826585391,G2
8.388420675373906,G5
9.678226910949046,G8
9.510566307864122,G8
9.055456955053604,G8
8.070502093773532,G6
9.83785471721176,G9
12.293559211876468,G12
6.302060618374986,G4
10.621230488089127,G9
10.328616851011791,G10
8.435788286888489,G6
9.298564146395474,G7
3.6828327810503625,G2
9.689974184712007,G8
11.377471711251129,G12
11.367925228319034,G11
8.701789453704487,G7
8.831057665035601,G7
3.461321532945989,G1
9.242227145020712,G8
3.8193258216876593,G2
9.618019889863938,G9
8.137199454600847,G7
10.661370568906147,G8
3.9969358410055293,G2
11.13989696162504,G11
8.099329869230802,G6
8.103141007541936,G7
10.146858256761986,G9
10.099235383462585,G9
5.701243599435533,G4
9.208847138835498,G8
7.723858465935295,G6
5.877921836142701,G4
7.124132389296232,G5
7.147068976806244,G5
10.197008171852925,G8
10.637264756070243,G9
7.66792000483922,G7
8.587139579943342,G7
7.9288322996812735,G6
8.384200465847519,G7
7.786128338188688,G7
10.984462050911844,G11
5.223320355091991,G4
7.502707397078886,G6
9.577473285067862,G8
9.899146183330071,BKG
9.431082115069495,G9
8.885818171100377,G9
7.66011534237763,G6
6.939485200276926,G6
6.0939471907814875,G5
8.391999561185264,G7
9.304058689091809,G7
9.726048226272969,G8
8.033639534192483,G7
9.337749919807457,G8
8.455313157642765,G8
6.982232875951258,G5
11.094272718754056,G10
8.997929223198229,G7
10.40746301866201,G8
9.52880221038784,G8
10.439829544220682,G8
9.364843075982666,G7
7.662430598960392,G6
11.186615300301288,G10
9.07023130177419,G8
5.5879233630004945,G3
9.706431545926824,G10
4.215606556393341,G2
7.024355815159778,G5
4.279705425461539,G2
9.717131647365704,G8
10.493450304826634,G10
11.95473992406843,G12
8.93175328904124,G7
5.190333572229516,G3
8.55655762838006,G7
11.548164861429065,G11
8.053791550491216,G6
9.861930734951816,G8
5.456433269744304,G3
7.357734849473657,G5
9.570433694097373,G9
5.620121709282944,G3
8.979004800333602,G7
3.0753747665541886,G1
6.888931507133233,G5
9.98971040921642,G9
8.896745038529163,G8
8.314077120782873,G6
9.73793632787433,G10
11.79142532608006,G10
11.061541159883234,G10
11.790533249928096,G11
10.547644217859162,G9
5.989461082160029,G4
7.603310548880625,G7
10.07027211738829,G9
3.561659847095061,G2
7.702063450743582,G6
9.226265223591314,G7
7.4460187305199925,G6
3.529843465236212,G2
9.24976073032538,G8
10.14085789720406,G9
8.167086791819012,G6
4.279080739023738,G3
11.414764799137583,G10
6.5583283646206185,G5
10.229170006504733,G9
7.369400379819444,G6
5.174640582021517,G3
10.070460768720647,G8
10.024522067822696,G9
8.19445960029009,G7
12.970700968088963,G12
3.6927489551555506,G2
3.4342510117143097,G1
11.135658772791885,G11
4.616963074520908,G3
8.176083081862739,G7
6.7528421123714955,G5
9.393916649778458,G9
8.371940543880719,G7
9.142767867571077,G8
11.367150115773333,G10
8.235454713242396,G7
8.348094130205606,BKG
9.08844290743856,G7
2.927373599740735,G1
10.859949274727946,G9
10.470659908672403,G10
9.304588529100993,G8
10.843266577213447,G11
8.51985166745178,G7
9.198540149808942,G8
7.178801230829689,G5
7.43554451481049,G6
10.035076904203446,G9
9.28114030798988,G7
9.83218064677682,G9
9.865909060821414,G8
5.8100867919700265,G4
10.004813378515447,G8
7.491879555619028,G5
8.276518949505094,G7
4.406107306481862,G2
4.506377757161532,G3
4.3345336112963295,G2
10.871412495059507,G9
12.829109061965871,BKG
9.716364878922322,G8
7.681738052958859,G5
6.720502376284608,G5
4.637021200874841,G3
8.989300965749651,G8
9.373447252726127,G7
10.909276193560112,G11
9.818134756316763,G10
7.573173175762726,G5
7.945070295450968,G7
8.632180719566334,G7
6.092833252708549,G4
9.84166842398518,G9
7.8250395132497745,G6
4.08135410966545,G2
5.4356621060527,G3
11.630459083443512,G11
8.297863470518092,G7
9.633908754647061,G8
5.05226725007655,G3
9.576931313580864,G8
3.7004514017345995,G2
8.170836750973603,G7
7.49812622300269,G5
10.322814991497001,G10
10.578980784786788,G9
5.679604718247478,G4
10.04770330600907,G9
9.812747493755168,G8
7.606109362259594,G6
10.265765113849767,G10
10.127346564659833,G9
5.3780560915842095,G3
9.631774640597934,G8
10.724110495117593,G9
5.971523868173172,G4
8.418318189414535,G7
9.521549158214798,G8
7.454908867489136,G5
9.513620756274163,G8
10.889428681684555,G9
10.2634285786075,G9
3.0663431004725696,G1
6.806801232604843,G6
9.602547047039046,G10
9.68022977753633,G8
5.958383724817152,G4
7.004888812821906,G6
12.30316530009801,G12
10.520213401058149,G9
10.797906683719392,G10
6.2033430693056575,G5
8.940755631222306,G7
5.735614486891253,G3
11.721763241878367,G12
9.832629685022141,G8
5.9175836841018,G4
9.316317017750258,G9
8.175738193066485,G6
8.834428984753751,G8
7.196912807821057,G6
7.325806319375418,G6
8.556796720340866,G7
3.9837073099572056,G2
2.8757044517054666,G1
9.870696951547743,G9
12.238941377312134,G12
12.802030911842014,G12
9.486648010323108,G8
9.129945147854249,G8
8.97177632584563,G7
8.362095843376373,G7
7.509605097767684,G6
10.206000384055752,G11
12.575112678650509,G12
4.786372518899577,G3
10.869440463326434,G10
11.293050852937238,G10
7.113853192361892,G5
10.82724180742653,G9
9.363931837089758,G8
8.97319933578852,G8
10.646862758786927,G10
9.095392484036092,G8
8.266816875441243,G6
5.404315905562361,G3
6.537166051893667,G4
2.9742048688773575,G1
10.733177645006071,G9
7.576056184506182,G5
11.26723466603582,G9
9.683956071679301,G8
6.963761369624329,G6
11.451424988792642,G11
6.753851220554608,G5
10.352434251166128,G8
11.369728951179942,G10
8.151439910503914,G6
8.79674729725792,G7
5.8823570902975595,G5
2.8535405479045393,G1
10.00508295450157,G10
10.565115968510197,G10
10.071903817062257,G10
9.803264773508095,G8
5.405148031728883,G3
9.817913174932926,G7
6.582994771309906,G5
6.305742575552482,G4
10.920147801529925,G10
7.998185394816618,G7
8.479783706614656,G7
9.467858740116075,G7
8.118848054619493,G7
11.378456219069124,G11
9.601619632750193,G8
9.796514619037627,G9
7.530584694821478,G6
8.581124209323969,G7
10.604584440059465,G10
10.252424919159782,G10
11.685545399565784,G11
6.649489887256225,G5
12.67839693911297,G12
5.278171124802873,G3
10.196221086085517,G9
11.290360680666078,G10
5.461593128654775,G3
11.261257838838777,G11
3.4582279212593368,G2
9.938883112620516,G8
4.937533040934294,G3
10.923432624843887,G10
10.965105267874762,G10
6.490148068154215,G5
10.252704782208681,G10
10.595135564194353,G9
10.272712801435786,G9
10.688073952691738,G11
6.385203865052434,G4
3.7769057699285327,G1
8.057008316711098,G7
10.368720067104995,G10
7.108486770088741,G7
11.150130422080636,G9
5.875540107851736,G4
11.03006872724075,G11
8.39959532967713,G7
7.210914547115162,G5
11.805656848771488,G11
11.80365128078168,G11
7.705190393894211,G6
3.2908616866823626,G2
4.6283427067992,G3
7.170209434558863,G6
6.059240162643946,G4
9.05877764987569,G7
3.399678879041711,G2
9.148348277432458,G7
9.67298830303607,G8
7.348235834901117,G6
11.2824963672026,G10
11.146951470982083,G10
6.735060310539444,G6
7.132115912394255,G5
9.925508068789613,G9
9.68672772671447,G8
5.105766220921749,BKG
10.099929888502299,G9
8.384578804244219,G8
8.301394697535468,G7
9.47595210703408,G9
9.982221662724005,G10
9.664654056093818,G8
8.786279965286596,G9
12.23701813758132,G12
10.41090973314982,G8
2.4088932119470203,G1
6.16596179962718,G5
10.68871781813021,G10
4.004724513413997,G1
8.214498272405699,G6
5.1333978881383695,G4
7.886939419312596,G6
11.42300193210276,G10
7.880397161498862,G6
10.809256356987142,G9
9.974818349576053,G9
7.8819692592039665,G7
11.682048639165304,G12
8.014004069334453,G7
11.41878149657703,G10
10.058783538686296,G9
8.058808531373876,G6
9.301510864419487,G7
8.4350051800608,G8
8.199386522706549,G5
4.936531998329258,G3
7.944582147753028,G6
7.173958590942934,G6
3.116996361098112,G1
4.934868314544566,G3
6.832297180616903,G6
10.647242839395382,G11
11.197190116838302,G10
8.961373384803142,G8
8.001249881591225,G6
9.408204996634637,G7
11.018890917614813,G9
11.495482255906962,G11
7.374039263636711,G6
8.972476873727858,G8
6.219241915156428,G5
6.112818135356584,G5
7.414052342416923,G6
10.376978791697402,G10
6.948635831801826,G6
8.612206284080843,G8
8.419576759629159,G7
5.487339008840855,G3
12.112548083862016,G11
5.57206811555632,G3
6.9329859755242715,G6
7.707722302559299,G5
9.728751977399213,G8
11.455175853875305,G11
4.84970239278079,G4
6.803599428536738,G4
8.811249150600146,G7
10.624948491009375,G11
8.928556927816835,G7
10.498606994613084,G9
10.824641907554614,G9
4.839362827487714,G2
11.277133914719482,G11
9.956622214613086,G8
7.101016936943495,G6
12.4081153417482,G12
11.571234321040729,G10
8.743518562192827,G8
9.773845257475575,G8
8.688339175452798,BKG
9.56528417677919,G8
4.143201845239325,G2
9.615988016837088,G9
10.16930238932209,G9
5.972867212353757,G4
9.252447562901722,G9
6.393695950230978,G5
6.410864627887441,G5
3.5999605419885974,G2
5.544245654396823,G4
9.63137629564295,G9
9.424946588537455,G7
10.519403237427992,G9
11.827351049651654,G12
9.671387621789592,G8
10.066578261787742,G10
9.829688537495818,G9
10.170025585201412,G10
3.263512959704603,G1
10.772227573084928,G10
6.396853653555002,G5
9.936291281129304,G9
11.693007869650915,G12
8.804833097956621,G8
7.978431529513388,G6
9.347896046999795,G8
10.073002645884127,G8
10.67514532883493,G10
9.984225066694192,G9
2.7534014712291035,G1
9.866692002238473,G9
9.806956019606075,G9
11.593456924693019,G10
9.1457404833591,G8
9.83260410918451,G8
7.200705276848847,G6
6.558862100090372,G5
8.002360710635854,G6
9.24014478377034,G7
6.709222229308556,G4
10.010124786308785,G9
8.87501857392199,G7
10.457385713816477,G10
6.106720217935052,G5
9.831235717246809,G9
10.208313058890173,G10
9.24831353277026,G7
10.864139845331486,G9
6.231783843141528,G5
6.2861323456238996,G5
7.184665797058964,G6
11.747691595886634,G11
4.257931338801652,G2
10.243821239485907,G9
7.462882722249221,G5
